SourceID,Hop1_ID,Hop2_ID
368,1180,387
368,1192,163
368,1313,1300
368,1341,1871
368,1362,110
368,1390,984
368,1468,1023
368,1603,1615
368,1753,1709
368,1773,673
368,1780,25
368,1782,1010
368,1951,1827
369,63,12
369,86,468
369,102,1277
369,119,1730
369,190,158
369,222,1374
369,228,1250
369,234,1916
369,244,1044
369,334,142
369,340,1148
369,358,929
369,368,1809
369,395,1799
369,429,1417
369,443,939
369,458,1288
369,468,1809
369,470,1845
369,504,1029
369,533,736
369,563,1697
369,578,89
369,607,1021
369,642,1150
369,661,1643
369,666,839
369,775,388
369,788,1540
369,789,1890
369,836,1622
369,841,1902
369,852,1885
369,855,78
369,895,866
369,896,1550
369,941,311
369,970,1417
369,1073,853
369,1107,1406
369,1167,1869
369,1176,1442
369,1179,1451
369,1185,1608
369,1208,1061
369,1348,1341
369,1375,509
369,1457,1171
369,1521,290
369,1542,1007
369,1560,711
369,1565,1473
369,1629,252
369,1680,110
369,1709,344
369,1714,1182
369,1720,543
369,1773,58
369,1798,5
369,1859,1082
369,1862,1062
369,1955,959
369,1990,493
369,1999,736
370,15,58
370,85,1152
370,92,667
370,97,1042
370,118,1550
370,131,897
370,171,602
370,171,972
370,200,598
370,234,1645
370,255,1247
370,288,60
370,297,202
370,324,714
370,376,1163
370,387,883
370,474,840
370,488,1535
370,515,1653
370,519,923
370,538,1474
370,543,1848
370,549,1558
370,551,1779
370,555,1205
370,581,251
370,625,1152
370,659,1308
370,665,1736
370,684,1612
370,694,980
370,730,292
370,751,1418
370,767,1405
370,804,1821
370,823,1904
370,831,544
370,867,913
370,875,1331
370,934,868
370,947,432
370,976,430
370,1063,1492
370,1070,1941
370,1086,1605
370,1124,78
370,1133,1801
370,1136,775
370,1167,456
370,1196,1369
370,1228,1650
370,1261,1405
370,1287,887
370,1324,1674
370,1327,1122
370,1352,1311
370,1438,729
370,1468,1712
370,1523,1097
370,1529,1949
370,1682,1462
370,1713,625
370,1812,982
370,1821,394
370,1826,589
370,1910,978
370,1942,135
370,1979,719
370,1992,1740
371,174,1803
371,180,1863
371,206,53
371,238,1590
371,242,59
371,257,527
371,275,1880
371,277,1252
371,322,488
371,333,692
371,351,430
371,393,1834
371,505,713
371,507,827
371,533,1024
371,552,288
371,567,965
371,578,212
371,622,289
371,629,548
371,697,1588
371,700,1016
371,726,1725
371,733,430
371,788,250
371,836,1917
371,906,1466
371,918,1539
371,929,203
371,933,934
371,938,11
371,948,562
371,987,750
371,1031,1212
371,1039,135
371,1063,859
371,1088,28
371,1122,400
371,1198,1198
371,1216,1955
371,1257,1777
371,1314,847
371,1330,1979
371,1351,1118
371,1374,1637
371,1391,870
371,1421,1049
371,1465,911
371,1466,1659
371,1534,1183
371,1545,1127
371,1559,396
371,1562,650
371,1605,1496
371,1644,55
371,1653,1690
371,1688,1413
371,1701,766
371,1755,1030
371,1816,1772
371,1853,848
371,1901,868
371,1942,1498
371,1942,1953
371,1968,506
371,1987,1618
372,28,1981
372,63,1654
372,176,1994
372,187,493
372,231,1777
372,301,892
372,391,1063
372,437,1397
372,472,979
372,536,26
372,536,1692
372,540,224
372,592,552
372,599,1310
372,673,981
372,717,1536
372,721,1789
372,747,1291
372,786,397
372,805,1794
372,809,957
372,813,874
372,823,617
372,912,1837
372,971,350
372,1029,1942
372,1139,267
372,1143,1521
372,1150,1114
372,1198,731
372,1233,651
372,1283,436
372,1296,857
372,1367,306
372,1388,250
372,1424,929
372,1438,540
372,1506,917
372,1526,1395
372,1594,1869
372,1614,1277
372,1634,587
372,1682,1635
372,1711,1776
372,1724,898
372,1727,1209
372,1740,1575
372,1752,957
372,1888,1772
372,1914,32
372,1970,1695
373,32,1390
373,44,1178
373,62,533
373,260,1715
373,279,593
373,307,310
373,337,1078
373,381,1038
373,386,1282
373,422,134
373,422,1279
373,436,189
373,442,610
373,476,723
373,489,1808
373,616,1180
373,762,1880
373,793,1840
373,811,636
373,861,154
373,887,1259
373,896,1845
373,998,13
373,1000,431
373,1085,120
373,1166,1726
373,1205,47
373,1218,163
373,1254,1500
373,1359,1112
373,1402,922
373,1415,615
373,1420,1203
373,1447,384
373,1487,445
373,1491,151
373,1545,1077
373,1564,1974
373,1580,105
373,1580,1029
373,1604,1641
373,1648,1553
373,1661,276
373,1670,1303
373,1862,591
373,1898,1853
373,1900,554
373,1917,872
373,1924,1979
373,1993,359
374,10,419
374,35,625
374,146,1135
374,170,988
374,196,637
374,308,73
374,317,745
374,344,1834
374,421,736
374,457,696
374,461,1707
374,462,546
374,483,1022
374,514,497
374,583,1616
374,589,548
374,604,230
374,611,1308
374,632,786
374,672,1075
374,702,607
374,706,1830
374,737,1338
374,754,1044
374,778,338
374,783,1826
374,873,959
374,917,166
374,971,653
374,972,1223
374,1000,1159
374,1007,1789
374,1104,800
374,1109,1140
374,1126,1953
374,1129,1862
374,1180,434
374,1266,744
374,1285,1017
374,1297,452
374,1375,993
374,1412,1917
374,1423,210
374,1440,1432
374,1493,1688
374,1505,375
374,1588,1604
374,1608,762
374,1657,1554
374,1709,1534
374,1795,659
374,1817,1326
374,1843,1353
374,1903,1443
374,1917,1509
374,1924,265
374,1939,1528
374,1948,1048
374,1994,1683
375,45,1687
375,89,968
375,140,959
375,244,151
375,270,497
375,297,436
375,314,511
375,380,650
375,390,1697
375,463,128
375,472,563
375,482,1465
375,519,1877
375,522,9
375,564,854
375,570,947
375,625,1162
375,629,822
375,641,296
375,683,1059
375,692,186
375,692,1918
375,797,777
375,834,1748
375,839,64
375,889,1878
375,945,1662
375,950,1062
375,1059,385
375,1101,1333
375,1274,1264
375,1293,752
375,1338,628
375,1407,1138
375,1534,407
375,1566,193
375,1566,470
375,1601,575
375,1620,1410
375,1650,1367
375,1780,717
375,1803,694
375,1814,167
375,1890,1888
375,1892,909
375,1930,1500
375,1996,1290
376,26,758
376,123,1223
376,191,1764
376,201,133
376,208,423
376,262,93
376,307,551
376,436,10
376,444,194
376,478,907
376,528,393
376,536,552
376,569,534
376,585,216
376,600,1924
376,647,1401
376,668,1262
376,672,93
376,693,525
376,730,1141
376,756,235
376,814,167
376,864,1628
376,865,197
376,870,885
376,966,1090
376,1021,868
376,1121,1354
376,1131,1866
376,1139,1155
376,1192,125
376,1303,1462
376,1314,518
376,1319,1315
376,1360,57
376,1361,479
376,1408,1353
376,1451,1191
376,1457,587
376,1478,808
376,1510,1871
376,1545,1101
376,1555,131
376,1635,891
376,1684,1527
376,1745,793
376,1749,47
376,1800,1526
376,1853,1805
376,1886,1055
377,28,427
377,38,1049
377,58,1557
377,131,1519
377,150,760
377,208,668
377,323,1463
377,336,1906
377,365,1503
377,439,6
377,469,917
377,479,641
377,492,1523
377,496,1439
377,518,603
377,524,1826
377,650,1719
377,660,1142
377,660,1732
377,706,958
377,772,778
377,780,878
377,784,1101
377,805,1389
377,910,786
377,918,1306
377,973,963
377,991,277
377,1049,1894
377,1052,1787
377,1055,110
377,1060,1846
377,1134,1915
377,1179,60
377,1192,815
377,1265,185
377,1331,1239
377,1351,882
377,1378,579
377,1431,1516
377,1495,697
377,1496,1333
377,1568,1588
377,1584,1553
377,1657,1684
377,1696,548
377,1713,1946
377,1717,298
377,1723,697
377,1735,724
377,1754,843
377,1903,1711
377,1922,1751
377,1948,1450
377,1977,105
378,11,898
378,148,316
378,212,1407
378,303,112
378,309,92
378,350,1872
378,425,1556
378,427,1680
378,483,1756
378,769,659
378,826,1155
378,857,1882
378,926,1886
378,1012,1918
378,1027,1197
378,1039,12
378,1052,118
378,1078,647
378,1159,1460
378,1180,339
378,1227,7
378,1248,1934
378,1316,1148
378,1389,1413
378,1390,1544
378,1399,1511
378,1413,622
378,1457,190
378,1474,858
378,1502,1082
378,1559,1794
378,1565,127
378,1617,1784
378,1653,1611
378,1698,1031
378,1718,1598
378,1757,1902
378,1770,829
378,1812,943
378,1845,591
378,1862,4
378,1945,447
378,1976,1485
379,24,1242
379,43,1696
379,68,1986
379,86,1212
379,270,896
379,297,1188
379,336,67
379,353,1834
379,465,1285
379,465,1386
379,467,143
379,515,1628
379,641,1163
379,664,1448
379,674,799
379,713,492
379,727,694
379,747,1950
379,803,1339
379,883,679
379,900,1379
379,945,714
379,1011,941
379,1041,1832
379,1121,1505
379,1146,896
379,1173,1192
379,1192,846
379,1208,317
379,1219,342
379,1236,1681
379,1306,460
379,1323,1936
379,1328,1880
379,1377,1012
379,1394,805
379,1449,1314
379,1455,366
379,1668,89
379,1705,1169
379,1737,460
379,1759,1811
379,1879,1846
379,1937,1470
379,1983,217
380,14,1739
380,140,1218
380,168,1009
380,174,252
380,187,1470
380,273,520
380,287,769
380,335,52
380,344,395
380,451,1186
380,461,783
380,510,1207
380,535,450
380,562,220
380,731,710
380,869,247
380,991,736
380,1012,1852
380,1016,865
380,1077,494
380,1093,1378
380,1136,1057
380,1268,97
380,1309,214
380,1392,1199
380,1460,1078
380,1518,1373
380,1557,957
380,1634,291
380,1635,183
380,1646,1941
380,1651,1901
380,1653,1790
380,1709,1703
380,1800,1569
380,1861,1605
380,1866,1634
380,1875,1245
380,1903,1969
380,1922,1895
380,1932,1149
381,13,50
381,20,107
381,99,391
381,102,734
381,179,350
381,197,1713
381,204,266
381,217,513
381,254,1556
381,291,1074
381,301,1612
381,339,1080
381,363,237
381,395,689
381,412,64
381,417,1562
381,472,191
381,495,1850
381,497,1576
381,506,1767
381,551,1525
381,567,239
381,572,1670
381,589,972
381,603,1115
381,641,378
381,654,948
381,666,280
381,689,1947
381,878,1986
381,885,576
381,902,1484
381,992,1021
381,1066,282
381,1143,322
381,1164,485
381,1172,1864
381,1228,1999
381,1253,1929
381,1255,1009
381,1384,1306
381,1429,1788
381,1462,1025
381,1521,1568
381,1565,1731
381,1569,1546
381,1649,454
381,1662,293
381,1679,1664
381,1723,1724
381,1730,774
381,1734,785
381,1772,486
381,1806,849
381,1806,1252
381,1947,795
381,1948,1574
381,1964,1372
381,1999,1839
382,38,1565
382,65,391
382,159,523
382,259,170
382,261,307
382,268,381
382,292,1916
382,302,557
382,453,1123
382,490,1336
382,502,1312
382,509,89
382,510,575
382,568,1706
382,569,1747
382,590,1048
382,601,392
382,649,1437
382,685,1827
382,816,854
382,907,289
382,912,91
382,944,1509
382,969,1795
382,991,783
382,1016,1417
382,1046,1970
382,1086,1252
382,1091,1963
382,1116,1284
382,1118,57
382,1127,1182
382,1153,1960
382,1170,1495
382,1181,1022
382,1199,774
382,1229,1060
382,1230,1761
382,1444,896
382,1456,923
382,1493,699
382,1553,43
382,1618,1145
382,1665,289
382,1679,794
382,1685,85
382,1687,1467
382,1694,1856
382,1740,1753
382,1820,748
382,1893,262
382,1909,495
382,1926,1921
382,1939,650
383,1,368
383,71,1707
383,118,437
383,121,533
383,168,1857
383,186,417
383,192,1840
383,258,1688
383,269,534
383,328,852
383,367,1618
383,387,801
383,618,1704
383,644,1724
383,680,1842
383,692,287
383,762,1876
383,778,573
383,867,505
383,926,1999
383,927,1834
383,1005,1298
383,1029,1615
383,1105,222
383,1160,1044
383,1175,1904
383,1207,1240
383,1214,543
383,1218,239
383,1247,1683
383,1381,165
383,1408,575
383,1523,1792
383,1732,1138
383,1864,984
383,1870,733
383,1895,1633
383,1912,803
383,1913,1902
383,1922,1425
384,104,592
384,121,680
384,140,569
384,150,480
384,209,318
384,228,214
384,267,1672
384,293,662
384,298,535
384,319,786
384,349,640
384,362,256
384,366,302
384,401,199
384,411,53
384,418,17
384,421,624
384,546,1623
384,608,628
384,656,39
384,670,1240
384,673,1987
384,723,1751
384,742,1649
384,752,154
384,763,1936
384,779,272
384,799,1893
384,866,1021
384,883,578
384,904,432
384,966,1063
384,998,214
384,1007,945
384,1046,1979
384,1105,1956
384,1108,292
384,1176,1645
384,1319,637
384,1345,1078
384,1379,1886
384,1413,1308
384,1555,1754
384,1757,1069
384,1859,168
384,1863,249
384,1868,380
384,1885,77
384,1932,1486
384,1941,785
384,1973,893
384,1979,15
384,1988,1305
384,1994,1202
385,60,1873
385,63,728
385,63,1953
385,67,1362
385,116,1046
385,204,536
385,226,746
385,239,1688
385,240,1292
385,315,1653
385,335,1622
385,337,1941
385,564,2
385,705,1760
385,801,1567
385,972,222
385,1052,1734
385,1057,1649
385,1076,927
385,1081,846
385,1137,787
385,1170,143
385,1185,506
385,1216,593
385,1283,929
385,1338,102
385,1472,243
385,1520,74
385,1523,1163
385,1608,919
385,1660,632
385,1713,1659
385,1725,538
385,1735,1810
385,1747,140
385,1764,128
385,1781,1711
385,1961,1891
385,1983,425
386,106,242
386,294,412
386,353,613
386,364,1516
386,382,1477
386,388,1600
386,413,27
386,440,1443
386,524,1996
386,592,1823
386,613,938
386,616,1357
386,645,834
386,674,321
386,694,1227
386,730,1282
386,756,482
386,805,1445
386,824,1189
386,833,845
386,843,1806
386,919,294
386,929,1992
386,972,1997
386,1057,635
386,1082,1571
386,1142,1383
386,1162,594
386,1191,55
386,1279,1782
386,1297,519
386,1303,1271
386,1349,447
386,1370,1147
386,1398,1525
386,1449,70
386,1482,1810
386,1521,1437
386,1638,1800
386,1666,771
386,1737,1401
386,1758,1036
386,1842,435
386,1861,630
386,1900,822
386,1990,151
387,23,1033
387,39,1507
387,166,1616
387,177,1170
387,251,561
387,402,1316
387,408,208
387,431,756
387,445,1417
387,484,541
387,506,1469
387,527,52
387,594,1741
387,598,1553
387,665,340
387,674,1624
387,679,1776
387,708,1044
387,714,597
387,714,1253
387,824,361
387,883,1264
387,902,721
387,967,38
387,998,539
387,1066,531
387,1066,1655
387,1083,1752
387,1116,1935
387,1241,533
387,1282,588
387,1302,532
387,1371,1195
387,1532,419
387,1580,946
387,1617,213
387,1630,1419
387,1659,1102
387,1660,1121
387,1681,1621
387,1690,1211
387,1701,1088
387,1743,784
387,1749,1096
387,1818,1654
387,1847,1861
387,1891,829
388,8,26
388,59,1540
388,96,1236
388,160,1438
388,190,663
388,211,1546
388,235,765
388,237,1926
388,287,926
388,365,1551
388,418,743
388,435,1086
388,454,735
388,497,181
388,515,1545
388,522,261
388,563,423
388,604,1857
388,614,918
388,777,194
388,800,1075
388,806,514
388,824,250
388,874,111
388,884,405
388,901,1989
388,920,82
388,954,109
388,994,1340
388,1023,362
388,1035,346
388,1084,1880
388,1087,471
388,1089,900
388,1125,69
388,1160,382
388,1229,987
388,1238,959
388,1250,1340
388,1250,1515
388,1255,723
388,1279,424
388,1283,1693
388,1328,1722
388,1399,1833
388,1426,1747
388,1468,706
388,1492,304
388,1523,218
388,1542,1941
388,1562,326
388,1574,625
388,1613,1396
388,1715,1709
388,1741,1673
388,1745,93
388,1748,1039
388,1749,1110
388,1752,1635
388,1770,176
388,1775,1575
388,1784,901
388,1831,747
388,1848,694
388,1870,821
388,1934,297
389,137,642
389,193,198
389,231,374
389,233,502
389,263,1265
389,323,1498
389,332,1268
389,349,1402
389,381,938
389,389,1303
389,464,972
389,467,1202
389,521,90
389,579,1667
389,582,801
389,600,1850
389,610,425
389,663,1041
389,665,754
389,733,884
389,838,1427
389,868,907
389,886,1220
389,913,1535
389,984,1951
389,996,1242
389,1013,1523
389,1021,1509
389,1074,466
389,1114,1447
389,1239,999
389,1271,513
389,1340,559
389,1371,556
389,1374,31
389,1395,383
389,1407,1404
389,1501,1701
389,1518,1197
389,1549,1407
389,1609,435
389,1673,707
389,1740,1477
389,1789,1200
389,1791,1363
389,1807,668
389,1830,1069
389,1865,1702
389,1889,1269
389,1909,816
389,1910,683
389,1922,457
389,1932,73
389,1970,1518
389,1971,550
390,54,613
390,63,1819
390,135,1662
390,175,814
390,188,1853
390,191,264
390,258,101
390,391,47
390,411,99
390,415,1684
390,465,1070
390,548,960
390,656,705
390,668,1367
390,793,1746
390,823,943
390,844,1147
390,887,1570
390,1069,435
390,1259,809
390,1321,214
390,1321,752
390,1445,1237
390,1539,149
390,1573,1266
390,1636,1820
390,1776,908
390,1874,937
390,1883,789
390,1892,1855
390,1920,38
390,1927,1874
390,1929,839
390,1930,872
390,1963,369
391,28,11
391,43,1828
391,46,1906
391,166,850
391,167,1248
391,211,1087
391,305,1125
391,340,1444
391,371,1391
391,506,1458
391,703,1901
391,718,213
391,783,766
391,806,1944
391,827,1337
391,875,877
391,876,303
391,889,985
391,906,1110
391,922,1181
391,927,769
391,989,1931
391,1154,22
391,1179,1339
391,1242,1160
391,1274,1382
391,1351,1600
391,1399,438
391,1400,1801
391,1473,581
391,1483,295
391,1493,496
391,1510,610
391,1568,1526
391,1569,1798
391,1620,204
391,1642,1357
391,1675,868
391,1729,639
391,1856,1478
391,1948,1436
391,1990,240
392,3,1488
392,85,1037
392,150,1396
392,164,896
392,183,1337
392,184,1671
392,216,1392
392,276,118
392,287,964
392,309,263
392,388,1009
392,389,1098
392,425,583
392,443,1512
392,493,1847
392,531,1847
392,532,1746
392,564,1298
392,582,1665
392,620,1045
392,743,705
392,789,877
392,837,1122
392,861,1361
392,1004,1357
392,1090,774
392,1101,1486
392,1180,1481
392,1302,955
392,1457,1841
392,1498,1760
392,1567,752
392,1609,1866
392,1881,1324
392,1892,339
392,1974,577
392,1987,1373
393,30,1796
393,58,1545
393,58,1624
393,77,1190
393,78,549
393,121,157
393,192,1481
393,240,1085
393,288,1867
393,396,1634
393,404,765
393,435,1691
393,507,282
393,520,15
393,548,1886
393,591,1248
393,657,803
393,671,391
393,727,1863
393,773,186
393,795,1034
393,833,396
393,840,201
393,844,381
393,846,407
393,866,1710
393,869,457
393,899,1728
393,912,1704
393,1017,49
393,1037,694
393,1039,1687
393,1051,573
393,1104,1547
393,1107,917
393,1114,609
393,1184,346
393,1234,1979
393,1295,1908
393,1359,249
393,1359,1865
393,1382,1940
393,1392,1370
393,1403,1010
393,1468,792
393,1468,1717
393,1525,584
393,1538,1488
393,1546,199
393,1559,1009
393,1572,178
393,1591,546
393,1598,960
393,1645,824
393,1656,178
393,1694,320
393,1742,597
393,1763,1234
393,1768,1694
393,1777,688
393,1842,1344
393,1860,1818
393,1861,399
393,1953,1644
393,1993,1442
394,44,82
394,53,1235
394,116,1253
394,124,1426
394,169,1249
394,221,210
394,297,1951
394,352,1684
394,357,1451
394,404,722
394,417,513
394,443,578
394,466,1314
394,468,201
394,522,852
394,539,229
394,572,1875
394,586,566
394,588,153
394,646,244
394,646,1095
394,696,1092
394,733,1241
394,771,1736
394,773,579
394,822,90
394,843,1246
394,957,79
394,966,1217
394,974,1674
394,1005,111
394,1070,1070
394,1086,80
394,1099,1457
394,1112,1716
394,1134,1464
394,1197,367
394,1199,89
394,1241,60
394,1247,934
394,1268,788
394,1383,345
394,1384,1030
394,1482,311
394,1500,198
394,1533,779
394,1549,1123
394,1561,585
394,1617,489
394,1641,1546
394,1703,110
394,1750,92
394,1792,1705
394,1857,1164
394,1876,867
394,1952,1326
394,1956,1267
395,29,19
395,43,1411
395,46,1854
395,55,1622
395,137,1072
395,165,1229
395,176,81
395,178,1136
395,340,40
395,352,1610
395,361,634
395,408,1030
395,450,753
395,484,1926
395,517,1819
395,597,487
395,708,356
395,797,1573
395,816,672
395,819,1822
395,858,456
395,910,19
395,910,1321
395,925,517
395,938,431
395,952,1460
395,973,961
395,1049,1691
395,1176,1082
395,1257,1066
395,1295,1453
395,1390,606
395,1393,222
395,1410,1370
395,1443,912
395,1455,1100
395,1456,1566
395,1486,223
395,1496,839
395,1513,783
395,1573,1068
395,1597,1744
395,1609,1061
395,1746,1577
395,1794,15
395,1830,739
395,1935,703
395,1935,1393
396,139,1831
396,162,902
396,190,461
396,200,1869
396,229,374
396,230,1631
396,245,1193
396,299,1798
396,308,325
396,314,635
396,315,1914
396,325,214
396,337,1337
396,383,222
396,419,1475
396,472,1632
396,503,180
396,509,1708
396,529,60
396,593,624
396,604,1324
396,609,758
396,628,1280
396,629,683
396,673,801
396,715,1877
396,737,1724
396,767,782
396,790,437
396,796,450
396,852,169
396,874,171
396,983,1601
396,1012,1297
396,1096,1721
396,1117,972
396,1148,1954
396,1167,1737
396,1174,1916
396,1185,1960
396,1220,1989
396,1228,1206
396,1301,1871
396,1431,365
396,1464,1221
396,1483,948
396,1497,1612
396,1507,1909
396,1536,225
396,1546,1588
396,1569,1286
396,1610,1063
396,1723,905
396,1749,296
396,1794,1922
396,1819,217
396,1833,789
396,1903,1057
396,1925,936
396,1997,239
397,104,1091
397,106,1430
397,131,1598
397,144,750
397,182,1114
397,209,1440
397,275,1644
397,278,1008
397,290,471
397,302,1498
397,314,4
397,377,1347
397,379,136
397,413,1469
397,420,499
397,426,117
397,440,1426
397,468,485
397,473,1300
397,618,1171
397,642,499
397,652,1588
397,652,1980
397,672,487
397,676,1707
397,685,1407
397,702,273
397,718,1644
397,753,1389
397,774,1470
397,823,155
397,845,264
397,883,1004
397,900,237
397,913,1328
397,941,59
397,987,1352
397,1011,409
397,1071,442
397,1086,1991
397,1110,1779
397,1252,504
397,1292,791
397,1294,734
397,1316,1976
397,1330,1252
397,1510,357
397,1527,617
397,1535,776
397,1539,270
397,1573,1564
397,1612,149
397,1635,1572
397,1654,1916
397,1657,60
397,1801,265
397,1835,414
397,1880,1203
397,1938,1029
398,13,956
398,30,821
398,31,647
398,62,1592
398,67,791
398,68,1605
398,80,976
398,134,1138
398,237,512
398,293,734
398,296,1939
398,349,1669
398,426,1367
398,463,474
398,503,553
398,552,222
398,572,1180
398,610,1076
398,681,1218
398,726,1396
398,735,204
398,755,1366
398,768,266
398,812,77
398,813,242
398,845,24
398,880,859
398,941,518
398,942,1318
398,990,63
398,1147,910
398,1183,72
398,1206,1650
398,1256,1674
398,1264,400
398,1271,495
398,1292,1199
398,1386,1348
398,1476,1733
398,1556,114
398,1593,257
398,1744,1558
398,1795,1461
398,1798,1514
398,1838,63
398,1931,708
398,1952,358
399,11,1605
399,43,1576
399,119,1163
399,162,1447
399,187,1553
399,211,745
399,245,871
399,250,675
399,368,234
399,428,1447
399,538,163
399,547,1013
399,572,469
399,588,248
399,592,838
399,594,31
399,634,936
399,644,633
399,644,1539
399,654,834
399,659,414
399,663,1322
399,711,1136
399,759,1217
399,796,1158
399,830,224
399,846,764
399,919,548
399,964,1669
399,967,1340
399,975,1976
399,1064,691
399,1089,1627
399,1094,1131
399,1135,574
399,1228,1564
399,1230,1745
399,1240,551
399,1259,126
399,1291,1346
399,1325,470
399,1389,491
399,1435,1753
399,1438,218
399,1505,945
399,1567,1894
399,1579,882
399,1616,367
399,1667,1041
399,1669,786
399,1683,1331
399,1716,35
399,1730,1717
399,1765,1060
399,1781,1501
399,1794,415
399,1811,1115
399,1877,432
400,62,1298
400,130,755
400,204,928
400,274,1393
400,275,65
400,316,1876
400,321,1573
400,341,1969
400,379,664
400,384,581
400,414,1999
400,426,1331
400,460,1945
400,513,624
400,523,1763
400,557,939
400,591,903
400,620,1428
400,627,292
400,647,1145
400,752,1268
400,795,509
400,811,1798
400,871,1633
400,899,843
400,916,385
400,923,1737
400,1115,1732
400,1188,973
400,1232,1701
400,1248,238
400,1279,279
400,1390,646
400,1393,586
400,1462,1241
400,1501,9
400,1505,1333
400,1506,1263
400,1533,1550
400,1539,1330
400,1547,637
400,1605,517
400,1661,1060
400,1666,1788
400,1701,896
400,1738,1863
400,1788,1552
400,1789,1909
400,1952,1045
400,1994,645
401,6,372
401,109,1207
401,215,1305
401,287,722
401,349,1749
401,382,84
401,384,247
401,467,1678
401,551,1404
401,598,641
401,599,1828
401,675,471
401,686,614
401,831,605
401,862,829
401,865,1953
401,986,1159
401,987,82
401,1011,1535
401,1079,913
401,1082,1172
401,1104,1575
401,1237,401
401,1259,571
401,1331,1976
401,1356,1018
401,1387,1258
401,1414,1284
401,1457,999
401,1501,1237
401,1503,978
401,1511,1031
401,1550,814
401,1629,732
401,1649,21
401,1694,428
401,1785,1192
401,1823,501
401,1827,689
401,1845,156
401,1852,1200
401,1903,1417
401,1921,181
401,1944,1455
401,1958,800
401,1960,311
401,1966,721
401,1967,1091
402,17,561
402,17,1714
402,19,584
402,33,1583
402,36,895
402,61,867
402,115,520
402,149,1452
402,163,908
402,300,160
402,309,29
402,329,1323
402,344,147
402,356,214
402,370,428
402,401,1527
402,431,278
402,510,171
402,542,1599
402,548,105
402,626,1957
402,636,1591
402,713,609
402,745,448
402,794,1496
402,819,962
402,836,1386
402,838,1962
402,843,1856
402,859,16
402,885,301
402,890,1576
402,913,1351
402,941,365
402,1026,1687
402,1034,1874
402,1039,1488
402,1059,1820
402,1240,305
402,1254,946
402,1255,1339
402,1300,1958
402,1398,253
402,1409,770
402,1426,678
402,1525,1280
402,1531,330
402,1547,723
402,1683,1605
402,1708,1442
402,1710,227
402,1751,20
402,1759,700
402,1760,1581
402,1863,761
402,1963,263
403,23,1243
403,29,1472
403,42,1065
403,93,1616
403,250,581
403,260,1176
403,264,1615
403,428,241
403,464,877
403,525,232
403,530,527
403,574,352
403,600,845
403,622,545
403,626,1997
403,649,573
403,707,882
403,713,1565
403,714,1007
403,737,1537
403,738,1916
403,776,1563
403,852,16
403,882,1717
403,939,1144
403,1040,1300
403,1088,1840
403,1107,715
403,1196,912
403,1288,1717
403,1289,1971
403,1352,508
403,1396,1538
403,1443,984
403,1446,1775
403,1477,1516
403,1478,1422
403,1544,1896
403,1548,1602
403,1582,408
403,1592,1175
403,1643,1004
403,1759,288
403,1792,1266
403,1817,1392
403,1882,1639
404,22,1769
404,33,811
404,127,786
404,158,1245
404,162,1880
404,173,1083
404,220,85
404,234,592
404,250,997
404,261,667
404,271,604
404,339,1503
404,498,1142
404,519,836
404,521,762
404,534,1620
404,537,957
404,539,294
404,745,95
404,757,824
404,763,322
404,834,1605
404,835,985
404,861,1734
404,896,1781
404,935,677
404,1176,653
404,1220,1802
404,1245,1508
404,1336,100
404,1418,1709
404,1450,1014
404,1459,1232
404,1628,1805
404,1645,594
404,1745,1964
404,1773,542
404,1804,617
404,1839,1315
404,1887,213
404,1913,1362
404,1920,550
404,1971,1535
404,1987,1811
405,44,1018
405,48,1483
405,48,1839
405,150,265
405,176,166
405,214,537
405,260,1925
405,291,1524
405,382,1595
405,508,1694
405,596,461
405,616,159
405,710,945
405,807,1799
405,856,12
405,870,235
405,879,383
405,882,1793
405,912,642
405,959,1672
405,993,693
405,999,809
405,1008,443
405,1024,630
405,1049,1518
405,1170,660
405,1235,891
405,1274,58
405,1315,1425
405,1334,1299
405,1373,1462
405,1411,1042
405,1447,488
405,1460,1553
405,1492,1726
405,1547,142
405,1602,709
405,1610,840
405,1619,877
405,1670,1348
405,1824,203
405,1842,368
405,1863,209
405,1939,1194
405,1951,1040
405,1962,1931
406,84,696
406,92,1413
406,120,734
406,202,744
406,224,316
406,226,388
406,323,223
406,328,1860
406,355,883
406,415,929
406,421,1578
406,422,852
406,427,378
406,470,410
406,493,1215
406,534,1262
406,548,447
406,573,517
406,594,1796
406,842,1661
406,970,1446
406,983,1860
406,1002,952
406,1008,35
406,1072,103
406,1114,1013
406,1136,1767
406,1155,1044
406,1167,119
406,1220,745
406,1278,841
406,1300,1793
406,1314,1878
406,1364,1530
406,1410,1035
406,1421,569
406,1502,1524
406,1528,519
406,1610,607
406,1628,1901
406,1668,644
406,1712,888
406,1755,294
406,1786,1146
406,1796,1285
406,1809,1957
406,1823,1232
406,1849,626
406,1863,1835
406,1892,1104
406,1948,1991
406,1951,982
406,1969,427
406,1971,1877
406,1994,111
407,6,857
407,40,1489
407,66,679
407,86,1321
407,105,1104
407,107,76
407,182,1162
407,285,1453
407,327,847
407,405,581
407,405,1518
407,417,1452
407,427,1920
407,439,1829
407,552,1553
407,563,164
407,652,17
407,676,966
407,787,1747
407,788,1817
407,842,1193
407,911,1442
407,932,1522
407,943,1505
407,965,651
407,1015,1761
407,1036,1502
407,1097,808
407,1123,32
407,1155,705
407,1233,1042
407,1238,1804
407,1253,215
